S500SR,scuba_500corr,angDist,file_id,S450,S450_total_err,S500corr,S500corr_total_err
26.18123231094407,23.949156,0.22564437016622343,249,28.5109,1.7141,23.949156,1.439844
22.049943572643226,18.441444,0.9361664476719379,250,21.9541,1.6195,18.441444,1.36038
16.021186399290613,17.016468,0.3122985951641259,229,20.2577,1.6576,17.016468,1.3923839999999998
30.26814475836999,25.292399999999997,2.198491994152994,290,30.11,2.1385,25.292399999999997,1.79634
20.837941731698912,19.7589,0.3224232691732283,230,23.5225,1.9622,19.7589,1.648248
11.647053973018126,15.886752,1.853872144860361,270,18.9128,1.7331,15.886752,1.455804
10.632666290102115,11.283804,1.2095878836674605,270,13.4331,1.462,11.283804,1.2280799999999998
12.903210420676526,11.550251999999999,1.4701707879796329,250,13.7503,1.4655,11.550251999999999,1.23102
25.558044976781268,21.389675999999998,2.7497272486333246,271,25.4639,2.1424,21.389675999999998,1.7996159999999999
27.675982665097774,21.739872,3.0790923377547665,290,25.8808,2.4782,21.739872,2.081688
16.132413062566965,19.087068,0.9896284573701118,290,22.7227,2.0598,19.087068,1.730232
11.566786796180178,13.084931999999998,1.2176885310157062,269,15.5773,1.8375,13.084931999999998,1.5434999999999999
8.809143737194551,10.986023999999999,0.6333335499779025,249,13.0786,1.6465,10.986023999999999,1.38306
14.133235574733378,13.366752,1.710142088073602,251,15.9128,1.952,13.366752,1.6396799999999998
11.676322199838802,8.373624,2.570046809537524,270,9.9686,1.5653,8.373624,1.314852
5.188726410823914,8.143968,1.3817502548738192,249,9.6952,1.5958,8.143968,1.340472
12.745679234185234,14.778623999999999,0.4163286585214191,248,17.5936,2.2455,14.778623999999999,1.8862199999999998
12.827733210920783,15.506568,1.508252465418127,230,18.4602,2.3204,15.506568,1.9491359999999998
9.025023255450296,7.9448039999999995,1.7503174764164475,270,9.4581,1.6085,7.9448039999999995,1.35114
9.790459596361107,11.079852,1.8038225633403677,249,13.1903,1.8032,11.079852,1.5146879999999998
6.625485143673301,8.366064,1.266065474867532,250,9.9596,1.567,8.366064,1.31628
11.881453561843268,9.511488,0.8545124772250883,269,11.3232,1.7066,9.511488,1.433544
8.997360926049831,11.286491999999999,2.164092262110976,289,13.4363,1.894,11.286491999999999,1.59096
20.3275471410594,15.125124,1.5992416298361447,251,18.0061,2.3622,15.125124,1.984248
9.581495886669313,10.004567999999999,1.7719388907637432,270,11.9102,1.8073,10.004567999999999,1.5181319999999998
11.85452565403438,12.546072,1.562941068191073,290,14.9358,2.1321,12.546072,1.7909639999999998
6.373562303705024,7.940772,0.8995857392922502,270,9.4533,1.5872,7.940772,1.333248
12.225101021806323,11.726904,0.6580522338565477,230,13.9606,2.0905,11.726904,1.75602
7.450499576130755,8.841588,1.0527867384403473,270,10.5257,1.7829,8.841588,1.497636
5.602860551185506,8.28198,0.49042671819453626,269,9.8595,1.6789,8.28198,1.410276
8.632171976029342,12.984636,2.1299513147462728,229,15.4579,2.246,12.984636,1.8866399999999999
15.52080073701889,14.464631999999998,1.3824982308286244,228,17.2198,2.4948,14.464631999999998,2.095632
2.645843110067066,7.154196,1.3471651428168743,249,8.5169,1.5482,7.154196,1.3004879999999999
3.8941935114530932,8.230152,0.21368946632428912,230,9.7978,1.7672,8.230152,1.484448
4.339066333746755,10.480932,1.7294251356393786,229,12.4773,2.0377,10.480932,1.711668
24.08923081262121,20.804868,0.8932679578099946,210,24.7677,3.2493,20.804868,2.729412
7.023707727326741,10.73016,2.1047377996076153,271,12.774,2.0772,10.73016,1.744848
4.991064467482988,6.082608,1.771363234857205,270,7.2412,1.4912,6.082608,1.252608
3.383727815026507,5.65866,0.6327779053447006,270,6.7365,1.4854,5.65866,1.247736
15.253615156606731,18.77526,1.75759541962664,210,22.3515,3.4484,18.77526,2.8966559999999997
11.462873474946237,12.927852,0.686713962015917,210,15.3903,2.82,12.927852,2.3688
6.215382226273202,6.275304,1.9831501680903492,249,7.4706,1.6823,6.275304,1.4131319999999998
2.6873932520368737,6.297479999999999,2.4963005081820464,249,7.497,1.6292,6.297479999999999,1.368528
6.907312793614483,9.996756,0.49486378311844703,230,11.9009,2.3061,9.996756,1.9371239999999998
4.5306918531542095,6.920844,1.5338204447737818,270,8.2391,1.733,6.920844,1.4557200000000001
7.045254505250278,7.691375999999999,1.2772136861278762,269,9.1564,1.8843,7.691375999999999,1.582812
2.0616563145040105,6.257664,2.137034686673043,250,7.4496,1.6646,6.257664,1.398264
5.018147572890288,5.725859999999999,0.20032837610490642,249,6.8165,1.5284,5.725859999999999,1.2838559999999999
4.005425623676493,7.347312,1.6145673921295054,249,8.7468,1.7646,7.347312,1.4822639999999998
11.133257305158768,11.176536,2.8617201968178656,231,13.3054,2.5584,11.176536,2.149056
2.6322436192618173,6.005496,3.4877964594528366,269,7.1494,1.5981,6.005496,1.342404
3.4971071036882457,6.172403999999999,2.0845678369694425,250,7.3481,1.6786,6.172403999999999,1.410024
7.438787664580761,10.281684,0.24444943168497013,230,12.2401,2.4378,10.281684,2.047752
11.297878523386807,12.729276,1.6261104789052934,268,15.1539,2.8712,12.729276,2.4118079999999997
8.82178814132907,8.176727999999999,0.3041399077671036,290,9.7342,2.02,8.176727999999999,1.6967999999999999
10.373233296902878,9.406488,2.7522508949835993,271,11.1982,2.3202,9.406488,1.9489679999999998
3.477165749332384,6.10176,2.869142571310046,250,7.264,1.6718,6.10176,1.404312
2.74995739888708,6.401891999999999,0.8531888725700438,230,7.6213,1.7316,6.401891999999999,1.454544
5.614591995241443,6.198444,0.29139319433066413,230,7.3791,1.6965,6.198444,1.4250599999999998
11.083314312510138,10.174668,0.8403961215595238,251,12.1127,2.3917,10.174668,2.0090280000000003
5.9466225915165545,6.597528,2.167472917024852,251,7.8542,1.7812,6.597528,1.4962079999999998
3.56568091132011,5.260836,2.665620172355505,270,6.2629,1.5285,5.260836,1.2839399999999999
3.744469556238547,4.946592,0.46712137197279513,269,5.8888,1.4378,4.946592,1.207752
3.6880172034181125,7.679028,1.7806865718244604,251,9.1417,2.0671,7.679028,1.7363639999999998
3.98695163617529,5.689908,1.4982690475177916,269,6.7737,1.6405,5.689908,1.37802
3.6575952476519373,5.02614,0.7756134265091031,250,5.9835,1.5072,5.02614,1.266048
5.289314853079526,8.78934,1.6224163682124528,229,10.4635,2.3522,8.78934,1.9758479999999998
3.602132123763734,4.98834,0.45124035194735723,269,5.9385,1.5027,4.98834,1.262268
7.410327388484677,11.825184,1.2389295807183263,210,14.0776,3.0495,11.825184,2.56158
3.901389173669769,5.014884,2.0951249338657174,249,5.9701,1.5102,5.014884,1.268568
14.702084208563148,11.078676,2.0184812122720173,231,13.1889,2.8967,11.078676,2.433228
7.816033109632515,10.37778,2.9277473298699914,231,12.3545,2.615,10.37778,2.1966
3.177265614639712,4.788504,0.30820710962258496,249,5.7006,1.4429,4.788504,1.2120360000000001
5.270349974952377,5.561388,0.5842299266205916,250,6.6207,1.6508,5.561388,1.386672
3.5446709343824248,4.517352,1.4876083834307705,270,5.3778,1.4354,4.517352,1.205736
2.1459095677612816,5.981388,0.7844180545809584,249,7.1207,1.7372,5.981388,1.459248
3.506558859544414,4.205795999999999,0.21017832528972144,269,5.0069,1.3765,4.205795999999999,1.15626
8.739371329465282,10.625832,1.489888373638408,289,12.6498,2.9201,10.625832,2.452884
5.543341360242967,6.13956,2.07963129627451,268,7.309,1.8452,6.13956,1.549968
5.97788443043027,4.295256,2.1387843028579785,269,5.1134,1.3785,4.295256,1.15794
5.519679625274615,5.556768,1.328627869362924,229,6.6152,1.6908,5.556768,1.420272
5.259068302770307,6.582996,1.4060136490032278,290,7.8369,2.0012,6.582996,1.6810079999999998
4.5141948719772875,4.422432,1.3846390158040267,250,5.2648,1.4525,4.422432,1.2201
5.055060407214641,5.039496,0.9166342079107254,229,5.9994,1.6038,5.039496,1.347192
3.9756450762565407,9.424548,3.5347870612792396,231,11.2197,2.7138,9.424548,2.279592
7.752317967103375,5.391876,0.8017383907937444,230,6.4189,1.7293,5.391876,1.452612
5.087901072414442,6.265476,2.4302174488799375,290,7.4589,1.8993,6.265476,1.5954119999999998
26.354426666384374,16.02594,2.9504125830810075,228,19.0785,4.9816,16.02594,4.184544
3.444439864523732,5.236056,2.126109659108222,290,6.2334,1.7317,5.236056,1.454628
12.304510069812313,11.669784,1.0315043592975592,289,13.8926,3.4154,11.669784,2.8689359999999997
3.4410095590975707,5.858916,1.668820846667673,230,6.9749,1.8842,5.858916,1.582728
3.820112569825991,4.822692,3.1354303469773024,249,5.7413,1.6344,4.822692,1.3728960000000001
2.4656450149628055,5.125596,0.37576307700816713,229,6.1019,1.7089,5.125596,1.435476
37.34673221457227,37.978164,1.372224550702987,247,45.2121,9.8065,37.978164,8.237459999999999
4.373678385788528,5.434127999999999,0.2930169842789317,270,6.4692,1.787,5.434127999999999,1.50108
3.9098963466026837,5.103588,1.229132124472599,230,6.0757,1.6872,5.103588,1.417248
13.172325538230425,9.672600000000001,0.8146476650011979,228,11.515,2.9744,9.672600000000001,2.498496
5.549964038399087,5.397252,2.746791441342359,268,6.4253,1.8129,5.397252,1.5228359999999999
5.811875261565369,6.438768,0.30535585267022947,230,7.6652,2.0848,6.438768,1.751232
4.130104749424587,5.2474799999999995,3.215499962133374,289,6.247,1.7964,5.2474799999999995,1.5089759999999999
6.983284839123231,4.4112599999999995,2.412297153417932,270,5.2515,1.5741,4.4112599999999995,1.322244
3.145656879132323,3.579492,0.5807955710872187,249,4.2613,1.2996,3.579492,1.091664
6.994105746638765,6.42726,0.5189524085269924,268,7.6515,2.1369,6.42726,1.7949959999999998
2.7005804074474096,4.034772,1.9620230995497676,249,4.8033,1.5043,4.034772,1.263612
4.87869855661614,7.345044,2.143711292869764,231,8.7441,2.4663,7.345044,2.071692
3.461307551098586,6.41676,0.9728610172727086,251,7.639,2.1954,6.41676,1.8441359999999998
21.389117629908192,16.771776,3.67471481296635,291,19.9664,5.7544,16.771776,4.833696
6.557904954527594,7.734888,2.387852369282564,210,9.2082,2.6782,7.734888,2.249688
2.1225935855972082,3.26382,0.648785560427858,249,3.8855,1.3214,3.26382,1.1099759999999999
2.954924275621951,4.708704,1.0380418670725478,269,5.6056,1.7625,4.708704,1.4805
3.4602510124518777,4.2704759999999995,1.0406595975141633,230,5.0839,1.6134,4.2704759999999995,1.3552559999999998
2.0389827423007203,3.29658,0.3195598674932413,249,3.9245,1.3449,3.29658,1.129716
2.6005452817133596,5.26176,2.2882342273880556,230,6.264,1.9528,5.26176,1.640352
2.7632563672133696,4.29534,1.0725489477650878,229,5.1135,1.6246,4.29534,1.3646639999999999
2.368731709277554,3.7058279999999995,1.0244084853983728,249,4.4117,1.4871,3.7058279999999995,1.249164
3.317471382201339,4.147332,2.7947353531180243,230,4.9373,1.5634,4.147332,1.313256
26.354426666384374,12.665016,3.187053359994666,228,15.0774,4.9051,12.665016,4.120284
9.922128217107488,10.535447999999999,1.6502573764923358,228,12.5422,3.733,10.535447999999999,3.13572
6.303808277977512,3.9404399999999997,0.38448819040127274,229,4.691,1.5866,3.9404399999999997,1.332744
11.481003887733626,8.913408,2.3225058032071253,231,10.6112,3.2144,8.913408,2.700096
19.66213863058998,11.352768,1.8583211555207473,251,13.5152,4.1417,11.352768,3.479028
3.647613693958608,5.213208,1.487584192023885,229,6.2062,2.0519,5.213208,1.723596
6.8306313957719365,10.001964,0.5316887247813499,228,11.9071,3.7802,10.001964,3.1753679999999997
2.608632186470538,3.8169599999999995,1.9814785777204582,270,4.544,1.5709,3.8169599999999995,1.319556
27.675982665097774,5.083092,2.92604537800257,290,6.0513,2.1124,5.083092,1.774416
2.2052550294579625,3.6767640000000004,2.4198705682549657,269,4.3771,1.5491,3.6767640000000004,1.3012439999999998
3.788132854458052,4.977671999999999,1.5119293631458528,289,5.9258,2.0135,4.977671999999999,1.69134
2.3309110789850918,4.965408,2.511903322553963,231,5.9112,2.0133,4.965408,1.6911720000000001
7.9545394476996885,6.45414,1.3102777916520454,231,7.6835,2.5368,6.45414,2.130912
2.5893610393418625,3.16008,2.5016134534990493,250,3.762,1.4012,3.16008,1.177008
6.760197871222549,6.439019999999999,1.0029816300811836,209,7.6655,2.6075,6.439019999999999,2.1902999999999997
2.2937528050966214,2.736888,3.8636912304173148,250,3.2582,1.251,2.736888,1.0508399999999998
2.3572327668103736,4.9497,3.446064179847419,231,5.8925,2.0845,4.9497,1.7509799999999998
2.978096031739937,4.0670280000000005,2.6949089265462582,268,4.8417,1.7344,4.0670280000000005,1.456896
3.6273216266323285,5.40456,0.49953546817043204,268,6.434,2.2883,5.40456,1.922172
2.180278029407198,4.272912,1.0861569700797686,289,5.0868,1.8807,4.272912,1.579788
2.3414195776284408,3.052644,1.4402641954644793,269,3.6341,1.4092,3.052644,1.183728
7.752317967103375,3.12144,3.7026391077058594,230,3.716,1.5089,3.12144,1.2674759999999998
3.2624125948610474,3.9484199999999996,2.215493758788267,290,4.7005,1.7492,3.9484199999999996,1.469328
2.9446378809374605,2.7772919999999996,0.6283881080260286,250,3.3063,1.2968,2.7772919999999996,1.0893119999999998
3.488673319334556,3.469788,3.1547370343992656,271,4.1307,1.6463,3.469788,1.382892
2.726184467676515,3.5355599999999994,1.0889046734630607,269,4.209,1.6378,3.5355599999999994,1.3757519999999999
6.0601285397908695,7.327572,1.674243653229807,228,8.7233,3.1737,7.327572,2.665908
5.494479272426257,6.243131999999999,2.495749093260376,271,7.4323,2.7497,6.243131999999999,2.309748
5.468293013760797,3.47676,1.0116503313403427,230,4.139,1.6608,3.47676,1.395072
4.942310289422123,5.641859999999999,2.684054088026589,290,6.7165,2.5365,5.641859999999999,2.13066
2.183266099668607,2.7594,2.2297811215059213,270,3.285,1.3755,2.7594,1.15542
4.1406297565600045,9.0741,2.8626589316537423,288,10.8025,4.0678,9.0741,3.4169519999999998
8.684218669928883,6.759396000000001,1.4188770784194895,231,8.0469,3.0257,6.759396000000001,2.541588
11.446167774453187,7.206612,3.5094122853962917,210,8.5793,3.3255,7.206612,2.79342
2.4820037779437705,3.429468,1.1786780139230113,290,4.0827,1.6457,3.429468,1.382388
10.6292345758963,9.526776,2.187867766732353,211,11.3414,4.4586,9.526776,3.7452239999999994
4.550194190783427,4.509539999999999,2.0832525551598837,209,5.3685,2.1754,4.509539999999999,1.8273359999999998
2.5069100081202422,3.3320279999999998,0.6951183108243157,268,3.9667,1.6304,3.3320279999999998,1.369536
14.200697965881961,23.863056,3.317324006897502,232,28.4084,11.713,23.863056,9.838919999999998
2.2285399806401793,13.51056,2.43211520758385,272,16.084,6.5492,13.51056,5.501328
2.383705859730371,6.55326,2.395305651527538,289,7.8015,3.1575,6.55326,2.6523
2.8972529800615647,2.9643599999999997,2.610576237178805,251,3.529,1.5331,2.9643599999999997,1.287804
5.19657100441633,3.091704,1.213433496421189,229,3.6806,1.5701,3.091704,1.318884
4.069324184389128,3.4310639999999997,3.6833372333406795,230,4.0846,1.7275,3.4310639999999997,1.4511
3.552695633009661,2.8544039999999997,1.9890447953614898,251,3.3981,1.4796,2.8544039999999997,1.242864
5.904746042095539,3.9075119999999997,1.4800659705405599,230,4.6518,1.9496,3.9075119999999997,1.637664
2.0096232845262323,3.291456,2.4129590873325215,229,3.9184,1.6852,3.291456,1.415568
9.025023255450296,1.9806359999999998,3.6360336990010773,270,2.3579,1.1553,1.9806359999999998,0.970452
3.8781857144737297,4.848395999999999,2.869002751474002,291,5.7719,2.5015,4.848395999999999,2.10126
17.76878500503213,16.0146,1.899706412867271,268,19.065,7.899,16.0146,6.63516
2.3495061628348934,6.042204,1.5219030899783037,271,7.1931,2.9997,6.042204,2.519748
8.297537459288598,6.6411240000000005,2.9838957612908086,291,7.9061,3.3126,6.6411240000000005,2.782584
3.444439864523732,2.655576,3.1263498177487983,290,3.1614,1.4762,2.655576,1.240008
13.472630868289961,9.582384,0.8369535511860196,211,11.4076,4.8968,9.582384,4.113312
4.031958179254575,1.9661879999999998,2.8157361993447934,270,2.3407,1.1557,1.9661879999999998,0.9707879999999999
14.3658709670847,19.85928,2.311960516610521,190,23.642,10.425,19.85928,8.757
2.057467732538907,2.769312,2.9565743252495067,290,3.2968,1.5062,2.769312,1.2652079999999999
10.428435832470655,10.11192,2.3068814001987636,288,12.038,5.1983,10.11192,4.366572
3.3480736009151477,6.761915999999999,2.032728284110936,210,8.0499,3.4564,6.761915999999999,2.9033759999999997
3.2238316137772056,9.10476,1.6306274121041857,208,10.839,4.7195,9.10476,3.96438
2.1438569443399995,5.40078,2.2637822625436583,271,6.4295,2.7636,5.40078,2.321424
4.729582159798809,1.9505639999999997,3.2023331295023567,250,2.3221,1.1817,1.9505639999999997,0.992628
5.665675305893695,8.795808,2.4630519473872696,271,10.4712,4.5907,8.795808,3.856188
3.061160894890407,3.4121639999999998,2.3934153384087833,231,4.0621,1.8561,3.4121639999999998,1.559124
3.3735810661883647,7.21812,3.0761107681959814,248,8.593,3.781,7.21812,3.17604
3.1183891720180745,3.460212,1.8707496728637576,248,4.1193,1.8739,3.460212,1.5740759999999998
2.497180191515224,12.251316,1.6217193328976403,232,14.5849,6.5024,12.251316,5.462015999999999
3.96260820824784,3.935904,3.5177754380613337,231,4.6856,2.129,3.935904,1.78836
3.8743839339625192,4.055016,3.7442035288641877,231,4.8274,2.1773,4.055016,1.8289319999999998
2.5182861937665764,3.651816,1.1568905454210334,229,4.3474,2.0011,3.651816,1.680924
4.048910823558687,6.370139999999999,2.8179904372366122,291,7.5835,3.3967,6.370139999999999,2.853228
2.307643483564425,13.061412,2.9630969797199738,248,15.5493,6.8837,13.061412,5.782308
3.0153412029461695,3.815784,1.710947938051402,268,4.5426,2.0955,3.815784,1.76022
2.1763296244951187,5.2836,1.9332396655986397,228,6.29,2.8148,5.2836,2.364432
